property_type,bhk,area,locality,city,price_in_crore,new_resale,age_of_property,bathrooms,carpet_area,floor,balconies,furnishing_type,facing,amenities_score,furnishing_score,study_room,servant_room,pooja_room
Flat,3,1560.0,Malakpet,Hyderabad,0.7,Resale,Moderately New Property,3,1383.87,8.0,2.0,Semi-Furnished,East,0,0,0,0,0
Flat,2,1000.0,Lb Nagar,Hyderabad,0.45,Resale,Moderately New Property,2,887.1,2.0,1.0,Unfurnished,North,23,8,0,0,1
House,5,6111.0,Velmala,Hyderabad,6.81,New,New Property,5,5421.05,2.0,1.0,Unfurnished,East,33,0,0,0,0
Flat,3,2455.0,Kollur,Hyderabad,1.47,New,New Property,3,2177.82,6.0,1.0,Unfurnished,East,46,0,0,0,0
Flat,3,1369.0,Tellapur,Hyderabad,0.99,New,New Property,3,1214.44,16.0,1.0,Unfurnished,West,54,0,0,0,0
House,3,2100.0,Dammaiguda,Hyderabad,0.72,Resale,Moderately New Property,3,1862.9,2.0,1.0,Unfurnished,NorthWest,10,0,0,0,0
Flat,2,1310.0,Narsingi,Hyderabad,0.98,New,New Property,2,1162.1,2.0,1.0,Unfurnished,East,57,0,0,0,0
Flat,2,1000.0,Kokapet,Hyderabad,0.55,Resale,Moderately New Property,2,887.1,1.0,1.0,Unfurnished,West,27,7,0,0,1
Flat,3,1470.0,Kukatpally,Hyderabad,0.84,Resale,Moderately New Property,3,1304.03,7.0,1.0,Unfurnished,East,85,51,0,0,1
Flat,2,1329.0,Kollur,Hyderabad,0.47,New,New Property,2,1178.95,2.0,1.0,Unfurnished,West,46,0,0,0,0
Flat,2,1230.0,Manikonda,Hyderabad,0.87,Resale,Moderately New Property,2,1091.13,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,3,1470.0,Kondapur,Hyderabad,0.72,Resale,New Property,3,1304.03,5.0,1.0,Unfurnished,East,0,51,0,0,0
Flat,1,607.0,Miyapur,Hyderabad,0.36,New,New Property,1,538.47,3.0,1.0,Unfurnished,East,47,0,0,0,0
Flat,4,5999.0,Kondapur,Hyderabad,6.45,Resale,Moderately New Property,5,5321.69,2.0,1.0,Semi-Furnished,NorthEast,54,14,0,0,0
House,4,3910.0,Mokila,Hyderabad,4.5,New,New Property,4,3468.55,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,3,2300.0,Saroornagar,Hyderabad,1.41,New,New Property,3,2040.32,5.0,1.0,Unfurnished,East,9,0,0,0,0
Flat,2,1153.0,Puppalaguda,Hyderabad,0.75,New,Moderately New Property,2,1022.82,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1560.0,Tellapur,Hyderabad,0.69,Resale,Moderately New Property,3,1383.87,6.0,2.0,Semi-Furnished,NorthEast,27,15,0,0,1
Flat,3,1760.0,Kondapur,Hyderabad,1.19,New,New Property,3,1561.29,5.0,1.0,Unfurnished,West,32,6,0,0,0
Flat,3,3450.0,Madhapur,Hyderabad,11.0,Resale,New Property,3,3060.48,6.0,1.0,Furnished,East,50,0,0,0,0
Flat,4,4408.0,Gachibowli,Hyderabad,3.96,New,Moderately New Property,4,3910.32,18.0,1.0,Unfurnished,East,52,0,0,1,0
Flat,2,1485.0,Kokapet,Hyderabad,0.94,New,New Property,2,1317.34,2.0,1.0,Unfurnished,East,58,0,0,0,0
Flat,3,1112.0,Rajendra Nagar,Hyderabad,0.72,New,New Property,3,986.45,5.0,1.0,Unfurnished,East,78,0,0,0,0
House,4,3499.0,Shamshabad,Hyderabad,3.14,New,New Property,2,3103.95,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,2,1000.0,Sanga Reddy,Hyderabad,0.34,New,New Property,2,887.1,5.0,1.0,Furnished,East,0,0,0,0,0
Flat,3,1593.0,Attapur,Hyderabad,0.88,New,New Property,3,1413.15,5.0,1.0,Furnished,East,41,7,0,0,0
Flat,3,1700.0,Chandanagar,Hyderabad,1.1,New,New Property,3,1508.06,1.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,2,1100.0,Kondapur,Hyderabad,0.89,Resale,Moderately New Property,2,975.81,2.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,2,1210.0,Manikonda,Hyderabad,0.52,New,New Property,2,1073.39,2.0,2.0,Semi-Furnished,West,27,13,0,0,1
Flat,2,1250.0,Kapra,Hyderabad,0.56,New,New Property,2,1108.87,1.0,1.0,Unfurnished,North,0,0,0,0,0
Flat,3,1782.0,Kukatpally,Hyderabad,1.1,New,New Property,2,1580.81,4.0,1.0,Unfurnished,East,72,0,0,0,0
Flat,2,1150.0,As Rao Nagar,Hyderabad,0.72,Resale,New Property,2,1020.16,5.0,1.0,Furnished,West,4,10,0,0,0
Flat,3,1230.0,Toli Chowki,Hyderabad,0.74,New,New Property,2,1091.13,1.0,1.0,Furnished,North,32,65,0,0,0
House,4,3500.0,Manikonda,Hyderabad,3.6,Resale,Moderately New Property,4,3104.84,2.0,3.0,Furnished,East,0,0,0,0,0
Flat,3,1360.0,Kokapet,Hyderabad,0.99,New,New Property,3,1206.45,0.0,1.0,Unfurnished,East,44,0,0,0,0
House,3,4000.0,As Rao Nagar,Hyderabad,1.6,Resale,Moderately New Property,2,3548.39,2.0,1.0,Semi-Furnished,SouthWest,4,0,0,0,0
Flat,3,1592.0,Kukatpally,Hyderabad,0.98,New,New Property,3,1412.26,4.0,1.0,Unfurnished,East,72,0,0,0,0
Flat,3,1650.0,Kukatpally,Hyderabad,1.25,New,New Property,3,1463.71,4.0,2.0,Semi-Furnished,East,11,0,0,0,0
Flat,3,1390.0,Kokapet,Hyderabad,1.52,Resale,Moderately New Property,3,1233.06,0.0,1.0,Unfurnished,SouthEast,39,6,0,0,0
Flat,3,1938.0,Miyapur,Hyderabad,1.39,New,New Property,3,1719.19,7.0,1.0,Unfurnished,West,32,0,0,0,0
Flat,2,1283.0,Kollur,Hyderabad,0.54,New,New Property,2,1138.15,2.0,1.0,Unfurnished,East,60,0,0,0,0
House,4,3600.0,Kapra,Hyderabad,2.4,New,New Property,4,3193.55,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,2,1215.0,Narsingi,Hyderabad,0.81,New,New Property,2,1077.82,2.0,1.0,Unfurnished,West,15,0,0,0,0
Flat,2,1250.0,Ameenpur,Hyderabad,1.6,New,New Property,2,1108.87,1.0,1.0,Unfurnished,East,4,0,0,0,0
Flat,3,1790.0,Uppal Kalan,Hyderabad,1.12,New,New Property,3,1587.9,6.0,3.0,Unfurnished,North,34,0,0,0,0
Flat,3,2410.0,Hitech City,Hyderabad,2.16,New,New Property,3,2137.9,2.0,1.0,Unfurnished,East,8,0,0,0,0
Flat,3,3242.0,Kokapet,Hyderabad,3.24,New,New Property,3,2875.97,0.0,1.0,Unfurnished,East,0,0,0,0,0
House,4,3408.0,Kismatpur,Hyderabad,2.9,New,Moderately New Property,4,3023.23,2.0,1.0,Unfurnished,East,74,0,0,0,0
Flat,2,1330.0,Zaheerabad,Hyderabad,0.64,Resale,Moderately New Property,3,1179.84,2.0,1.0,Unfurnished,East,30,51,1,1,1
Flat,3,1753.0,Kollur,Hyderabad,0.74,New,New Property,3,1555.08,6.0,1.0,Unfurnished,East,60,0,0,0,0
House,4,3940.0,Kollur,Hyderabad,3.5,New,New Property,4,3495.16,2.0,1.0,Unfurnished,East,28,0,0,0,0
House,2,1200.0,Rampally,Hyderabad,0.58,New,New Property,2,1064.52,2.0,1.0,Unfurnished,East,5,0,0,0,0
Flat,3,1570.0,Isnapur,Hyderabad,0.6,New,New Property,3,1392.74,5.0,1.0,Unfurnished,East,26,0,0,0,0
Flat,2,1113.0,Kukatpally,Hyderabad,0.65,New,New Property,2,987.34,2.0,1.0,Unfurnished,East,32,65,0,0,0
Flat,3,1850.0,Kondapur,Hyderabad,1.64,New,New Property,3,1641.13,5.0,1.0,Unfurnished,East,32,0,0,0,0
House,4,3805.0,Tukkuguda,Hyderabad,2.86,New,New Property,3,3375.4,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1004.0,Sainikpuri,Hyderabad,0.44,Resale,Moderately New Property,2,890.65,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1150.0,Alwal,Hyderabad,0.48,New,New Property,2,1020.16,1.0,2.0,Unfurnished,North,18,0,0,0,1
Flat,3,1651.0,Bachupally,Hyderabad,1.13,New,New Property,3,1464.6,2.0,1.0,Unfurnished,West,32,6,0,0,0
Flat,3,1400.0,Narsingi,Hyderabad,0.84,New,New Property,2,1241.94,5.0,2.0,Unfurnished,East,0,0,0,0,0
House,5,1500.0,Bandlaguda Jagir,Hyderabad,1.7,Resale,Moderately New Property,5,1330.65,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,2,1270.0,Tukkuguda,Hyderabad,0.58,New,New Property,2,1126.61,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,3,2110.0,Narsingi,Hyderabad,1.47,New,New Property,3,1871.77,5.0,2.0,Unfurnished,East,57,0,0,0,0
Flat,3,2185.0,Nanakramguda,Hyderabad,1.85,New,New Property,3,1938.31,11.0,1.0,Unfurnished,East,40,0,0,0,0
Flat,2,1310.0,Kondapur,Hyderabad,0.89,New,New Property,2,1162.1,2.0,1.0,Unfurnished,East,32,65,0,0,0
Flat,3,2155.0,Manikonda,Hyderabad,1.61,New,New Property,3,1911.69,12.0,1.0,Unfurnished,East,58,0,0,0,0
Flat,2,1222.0,Isnapur,Hyderabad,0.59,New,New Property,2,1084.03,1.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1385.0,Kollur,Hyderabad,0.44,New,New Property,2,1228.63,2.0,1.0,Unfurnished,East,33,0,0,0,0
Flat,2,1200.0,Bachupally,Hyderabad,0.37,New,New Property,2,1064.52,5.0,1.0,Furnished,East,0,0,0,0,0
House,5,5000.0,Tarnaka,Hyderabad,4.32,Resale,Moderately New Property,4,4435.48,2.0,2.0,Semi-Furnished,North,5,13,0,0,0
House,3,1998.0,Beeramguda,Hyderabad,1.95,New,New Property,3,1772.42,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,3,2630.0,Hitech City,Hyderabad,2.1,Resale,Old Property,3,2333.06,2.0,2.0,Furnished,West,46,75,0,1,1
Flat,3,2380.0,Kukatpally,Hyderabad,1.82,New,New Property,3,2111.29,22.0,2.0,Unfurnished,East,50,0,0,0,0
House,4,3760.0,Ramachandrapuram,Hyderabad,3.0,New,New Property,4,3335.48,2.0,1.0,Unfurnished,NorthEast,50,0,0,0,0
Flat,3,1795.0,Puppalaguda,Hyderabad,1.6,New,New Property,3,1592.34,4.0,1.0,Unfurnished,East,68,0,0,0,0
Flat,3,1695.0,Moosapet,Hyderabad,1.13,New,New Property,3,1503.63,4.0,1.0,Unfurnished,East,9,0,0,0,0
Flat,3,1560.0,Himayat Nagar,Hyderabad,1.25,Resale,Moderately New Property,3,1383.87,4.0,2.0,Semi-Furnished,East,0,0,0,0,0
Flat,3,1810.0,Ahmed Nagar,Hyderabad,0.81,Resale,Moderately New Property,3,1605.65,5.0,1.0,Unfurnished,East,42,51,0,0,0
Flat,2,1250.0,Manchirevula,Hyderabad,1.07,New,New Property,2,1108.87,2.0,1.0,Unfurnished,West,51,6,0,0,0
House,5,2800.0,Mansanpally,Hyderabad,5.0,Resale,New Property,5,2483.87,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,4,2708.0,Gachibowli,Hyderabad,2.3,New,New Property,4,2402.26,6.0,1.0,Unfurnished,East,63,0,0,0,0
Flat,2,1190.0,Hayathnagar,Hyderabad,0.59,New,Moderately New Property,2,1055.65,2.0,1.0,Unfurnished,East,17,7,0,0,0
Flat,3,1655.0,Gundlapochampally,Hyderabad,0.8,New,New Property,3,1468.15,5.0,1.0,Unfurnished,East,35,7,0,0,0
Flat,3,1502.0,Serilingampally,Hyderabad,1.36,New,New Property,3,1332.42,7.0,1.0,Unfurnished,East,53,0,0,0,0
Flat,3,1628.0,Kondapur,Hyderabad,1.44,New,New Property,3,1444.19,5.0,1.0,Unfurnished,West,50,7,0,0,0
Flat,3,1600.0,Ameenpur,Hyderabad,0.8,New,New Property,3,1419.35,3.0,3.0,Unfurnished,West,34,0,0,0,0
House,3,2500.0,Bolarum,Hyderabad,1.35,New,New Property,3,2217.74,2.0,1.0,Unfurnished,West,5,0,0,0,0
House,5,2000.0,Vidya Nagar,Hyderabad,1.6,Resale,Moderately New Property,2,1774.19,2.0,1.0,Unfurnished,East,4,0,0,0,0
Flat,3,1581.0,Bolarum,Hyderabad,0.77,New,New Property,3,1402.5,2.0,1.0,Unfurnished,East,47,0,0,0,0
Flat,2,1110.0,Bachupally,Hyderabad,0.55,Resale,Moderately New Property,2,984.68,2.0,1.0,Furnished,East,4,0,0,0,0
Flat,2,1473.0,Kondapur,Hyderabad,0.99,New,Moderately New Property,2,1306.69,7.0,1.0,Unfurnished,East,47,0,0,0,1
Flat,3,1855.0,Mansoorabad,Hyderabad,1.36,New,New Property,3,1645.56,5.0,1.0,Semi-Furnished,North,9,0,0,0,0
Flat,2,1279.0,Sanath Nagar,Hyderabad,0.77,New,New Property,2,1134.6,11.0,1.0,Unfurnished,East,49,0,0,0,0
Flat,3,1955.0,Manikonda,Hyderabad,1.9,New,New Property,3,1734.27,5.0,1.0,Unfurnished,East,62,0,0,0,0
Flat,4,2850.0,Nanakramguda,Hyderabad,1.35,New,New Property,4,2528.23,8.0,1.0,Unfurnished,East,37,51,0,0,0
House,4,1800.0,Krishna Reddy Pet,Hyderabad,1.84,New,New Property,4,1596.77,2.0,2.0,Unfurnished,West,34,0,0,0,0
Flat,3,1740.0,Serilingampally,Hyderabad,1.8,Resale,Moderately New Property,2,1543.55,7.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1550.0,Puppalaguda,Hyderabad,0.96,New,New Property,3,1375.0,4.0,2.0,Semi-Furnished,East,0,0,0,0,0
Flat,3,1500.0,Mehdipatnam,Hyderabad,1.0,Resale,Old Property,3,1330.65,13.0,2.0,Semi-Furnished,West,20,0,0,0,0
Flat,2,1000.0,Malkajgiri,Hyderabad,0.68,New,New Property,2,887.1,2.0,2.0,Semi-Furnished,North,27,6,0,0,1
Flat,3,1750.0,Yapral,Hyderabad,0.79,New,New Property,3,1552.42,4.0,1.0,Unfurnished,East,33,51,0,0,0
Flat,2,1320.0,Miyapur,Hyderabad,0.77,New,New Property,2,1170.97,3.0,2.0,Unfurnished,East,17,0,0,0,0
Flat,2,1100.0,Gagillapur,Hyderabad,0.5,New,New Property,2,975.81,1.0,1.0,Unfurnished,East,0,0,0,0,1
Flat,3,1047.0,Rajendra Nagar,Hyderabad,0.75,New,New Property,3,928.79,5.0,1.0,Unfurnished,East,78,0,0,0,0
Flat,3,1850.0,Shamshabad,Hyderabad,0.85,Resale,Moderately New Property,3,1641.13,5.0,1.0,Unfurnished,East,51,51,1,1,1
Flat,3,1845.0,Kollur,Hyderabad,0.87,New,New Property,3,1636.69,6.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1900.0,Kollur,Hyderabad,0.7,New,New Property,3,1685.48,6.0,1.0,Semi-Furnished,East,32,6,0,0,0
House,5,5700.0,Gachibowli,Hyderabad,5.7,New,New Property,5,5056.45,2.0,1.0,Unfurnished,East,19,0,0,0,0
Flat,3,2450.0,Nanakramguda,Hyderabad,2.1,New,New Property,3,2173.39,11.0,1.0,Unfurnished,East,47,0,0,0,0
Flat,2,1260.0,Ghanpur,Hyderabad,0.35,New,New Property,2,1117.74,3.0,1.0,Semi-Furnished,West,31,6,0,0,1
Flat,3,1612.0,Peerzadiguda,Hyderabad,0.89,New,New Property,2,1430.0,5.0,1.0,Unfurnished,East,47,0,0,0,0
Flat,3,1812.0,Mehdipatnam,Hyderabad,1.28,New,New Property,4,1607.42,13.0,1.0,Furnished,North,32,65,0,0,0
Flat,2,1250.0,Hafeezpet,Hyderabad,0.81,New,New Property,2,1108.87,8.0,1.0,Semi-Furnished,East,54,0,0,0,0
House,4,4239.0,Kondapur,Hyderabad,6.78,New,New Property,4,3760.4,2.0,1.0,Unfurnished,East,47,0,0,0,0
Flat,2,1280.0,Bachupally,Hyderabad,0.47,New,New Property,2,1135.48,2.0,1.0,Unfurnished,East,0,0,0,0,0
House,4,2800.0,Yamnampet,Hyderabad,0.75,New,New Property,4,2483.87,2.0,4.0,Semi-Furnished,West,32,7,1,0,1
Flat,3,2176.0,Gopanpally,Hyderabad,1.47,New,New Property,3,1930.32,17.0,1.0,Unfurnished,East,47,0,0,0,0
Flat,2,928.0,Rajendra Nagar,Hyderabad,0.6,New,New Property,2,823.23,8.0,1.0,Unfurnished,West,78,0,0,0,0
House,6,3750.0,Begumpet,Hyderabad,5.97,Resale,Moderately New Property,6,3326.61,2.0,1.0,Semi-Furnished,West,0,0,0,0,0
House,2,900.0,Cheeriyal,Hyderabad,0.52,New,New Property,2,798.39,2.0,1.0,Semi-Furnished,West,8,0,0,0,0
House,3,2789.0,Kompally,Hyderabad,1.3,New,New Property,3,2474.11,2.0,1.0,Unfurnished,East,78,0,0,0,0
Flat,2,1080.0,Habsiguda,Hyderabad,0.33,New,New Property,2,958.06,2.0,1.0,Semi-Furnished,NorthEast,0,0,0,0,0
Flat,2,1000.0,Bapu Nagar,Hyderabad,0.33,New,New Property,1,887.1,2.0,1.0,Semi-Furnished,NorthWest,17,0,0,0,0
Flat,3,2124.0,Kokapet,Hyderabad,2.5,New,New Property,3,1884.19,0.0,1.0,Unfurnished,East,47,6,0,0,0
Flat,2,1210.0,Bachupally,Hyderabad,0.78,New,New Property,2,1073.39,2.0,1.0,Unfurnished,East,39,6,0,0,0
Flat,2,1100.0,Nallakunta,Hyderabad,1.1,Resale,Moderately New Property,2,975.81,1.0,1.0,Semi-Furnished,East,0,0,0,0,0
House,3,3850.0,Nanakramguda,Hyderabad,3.68,New,New Property,4,3415.32,2.0,1.0,Unfurnished,East,0,0,0,0,0
House,5,3000.0,Maheshwaram,Hyderabad,2.6,Resale,New Property,4,2661.29,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,2,1200.0,Kollur,Hyderabad,0.74,New,New Property,2,1064.52,2.0,1.0,Unfurnished,East,0,0,0,0,0
House,7,4850.0,Malkajgiri,Hyderabad,2.58,New,New Property,7,4302.42,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1740.0,Shaikpet,Hyderabad,1.28,New,New Property,3,1543.55,1.0,1.0,Unfurnished,North,0,0,0,0,0
House,2,1000.0,Dammaiguda,Hyderabad,0.75,New,New Property,2,887.1,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
House,4,3115.0,Shadnagar,Hyderabad,1.4,New,New Property,4,2763.31,2.0,1.0,Unfurnished,East,4,0,0,0,0
House,4,4479.0,Narsingi,Hyderabad,8.06,New,New Property,4,3973.31,2.0,1.0,Unfurnished,East,75,0,0,0,0
House,4,5497.0,Kismatpur,Hyderabad,5.11,New,Moderately New Property,5,4876.37,2.0,2.0,Unfurnished,East,71,0,0,1,1
Flat,2,1250.0,Manikonda,Hyderabad,0.76,New,New Property,2,1108.87,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1731.0,Appa Junction Peerancheru,Hyderabad,0.95,New,New Property,3,1535.56,9.0,1.0,Unfurnished,West,60,0,0,0,0
House,4,3500.0,Narsingi,Hyderabad,1.75,New,New Property,3,3104.84,2.0,3.0,Semi-Furnished,East,32,0,0,0,0
Flat,3,2199.0,Lb Nagar,Hyderabad,1.42,New,New Property,3,1950.73,7.0,1.0,Unfurnished,East,67,0,0,0,0
Flat,2,1172.0,Manikonda,Hyderabad,0.88,New,New Property,2,1039.68,4.0,1.0,Unfurnished,East,58,0,0,0,0
Flat,3,2570.0,Hitech City,Hyderabad,1.13,Resale,Moderately New Property,3,2279.84,2.0,1.0,Unfurnished,East,37,51,0,0,0
Flat,3,1715.0,Yapral,Hyderabad,0.93,New,New Property,2,1521.37,4.0,3.0,Unfurnished,NorthEast,32,6,0,0,0
Flat,3,1575.0,Neknampur,Hyderabad,1.06,New,New Property,2,1397.18,5.0,1.0,Unfurnished,East,9,0,0,0,0
Flat,2,1380.0,Kondapur,Hyderabad,1.22,New,New Property,2,1224.19,2.0,1.0,Furnished,East,0,0,0,0,0
Flat,2,1150.0,Ameenpur,Hyderabad,0.57,New,New Property,2,1020.16,2.0,2.0,Unfurnished,East,33,0,0,0,0
Flat,2,1230.0,Begumpet,Hyderabad,1.26,New,New Property,2,1091.13,4.0,1.0,Unfurnished,West,51,0,0,0,0
Flat,4,4820.0,Banjara Hills,Hyderabad,4.5,Resale,Moderately New Property,4,4275.81,3.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,2,935.0,Rajendra Nagar,Hyderabad,0.61,New,New Property,2,829.44,3.0,1.0,Unfurnished,West,78,0,0,0,0
Flat,3,1700.0,Saroor Nagar,Hyderabad,0.77,New,New Property,3,1508.06,6.0,1.0,Unfurnished,NorthEast,0,51,0,0,0
House,6,3000.0,West Marredpally,Hyderabad,2.4,Resale,Moderately New Property,6,2661.29,2.0,1.0,Unfurnished,South,0,0,0,0,0
Flat,2,1010.0,Osman Nagar,Hyderabad,0.6,New,New Property,2,895.97,2.0,1.0,Unfurnished,East,57,0,0,0,0
Flat,2,1230.0,Bachupally,Hyderabad,0.55,New,New Property,2,1091.13,2.0,1.0,Unfurnished,West,32,65,0,0,0
Flat,2,1000.0,Mallampet,Hyderabad,0.4,New,Moderately New Property,2,887.1,2.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,3,1725.0,Miyapur,Hyderabad,1.1,New,New Property,3,1530.24,7.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1300.0,Manikonda,Hyderabad,0.84,New,New Property,2,1153.23,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,3,1570.0,Nallakunta,Hyderabad,1.55,Resale,Moderately New Property,3,1392.74,5.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,2,1000.0,Dilsukh Nagar,Hyderabad,0.62,New,New Property,2,887.1,1.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1330.0,Uppal Kalan,Hyderabad,1.25,Resale,Moderately New Property,2,1179.84,2.0,1.0,Unfurnished,East,58,0,0,0,0
House,4,3300.0,Kismatpur,Hyderabad,4.15,New,New Property,4,2927.42,2.0,1.0,Unfurnished,West,32,0,0,0,0
House,4,2100.0,Tukkuguda,Hyderabad,1.0,New,New Property,2,1862.9,2.0,1.0,Semi-Furnished,East,28,0,0,0,0
House,3,1700.0,Ghatkesar,Hyderabad,0.77,New,New Property,3,1508.06,2.0,1.0,Unfurnished,East,28,6,0,0,0
Flat,4,3639.0,Gachibowli,Hyderabad,3.82,New,New Property,4,3228.15,12.0,1.0,Unfurnished,East,0,0,0,0,0
House,4,3509.0,Maheshwaram,Hyderabad,1.56,New,New Property,4,3112.82,2.0,1.0,Unfurnished,East,71,51,0,0,0
Flat,2,1100.0,Chinthal,Hyderabad,0.48,Resale,Moderately New Property,2,975.81,1.0,1.0,Unfurnished,East,42,51,0,0,0
House,3,2400.0,Sultanpur,Hyderabad,1.82,New,New Property,3,2129.03,2.0,2.0,Unfurnished,East,28,0,0,0,0
Flat,2,2000.0,Padmarao Nagar,Hyderabad,1.85,Resale,Old Property,2,1774.19,1.0,2.0,Semi-Furnished,West,0,7,0,0,0
Flat,3,1820.0,Mehdipatnam,Hyderabad,1.29,New,New Property,4,1614.52,13.0,1.0,Furnished,North,32,65,0,0,0
House,3,2400.0,Bhanur,Hyderabad,1.04,New,New Property,3,2129.03,2.0,2.0,Unfurnished,East,32,0,0,0,0
Flat,3,1978.0,Appa Junction Peerancheru,Hyderabad,1.08,New,Moderately New Property,3,1754.68,10.0,1.0,Unfurnished,West,65,0,0,0,0
Flat,3,1591.0,East Marredpally,Hyderabad,1.45,Resale,New Property,3,1411.37,5.0,1.0,Furnished,NorthEast,0,0,0,0,0
Flat,3,1935.0,Narsingi,Hyderabad,1.74,New,New Property,2,1716.53,5.0,1.0,Unfurnished,East,52,65,0,0,0
Flat,4,1600.0,Kollur,Hyderabad,1.72,New,New Property,4,1419.35,7.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,3,1630.0,Tellapur,Hyderabad,1.12,New,New Property,3,1445.97,16.0,2.0,Unfurnished,North,32,6,0,0,0
Flat,3,1702.0,Jeedimetla,Hyderabad,0.88,New,New Property,3,1509.84,5.0,1.0,Unfurnished,West,28,0,0,0,0
Flat,3,1921.0,Kondapur,Hyderabad,1.4,New,New Property,3,1704.11,5.0,1.0,Unfurnished,East,27,0,0,0,0
Flat,5,4750.0,Kokapet,Hyderabad,6.0,New,New Property,4,4213.71,9.0,1.0,Unfurnished,East,30,6,0,0,0
Flat,3,2530.0,Kollur,Hyderabad,1.44,New,New Property,3,2244.35,6.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1250.0,Miyapur,Hyderabad,0.95,New,New Property,3,1108.87,7.0,2.0,Furnished,East,0,0,0,0,0
Flat,2,1050.0,Kowkoor Village,Hyderabad,0.46,New,New Property,2,931.45,5.0,1.0,Furnished,East,8,7,0,1,0
Flat,2,1112.0,Maheshwaram,Hyderabad,0.54,New,New Property,2,986.45,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,800.0,Sanath Nagar,Hyderabad,0.38,Resale,Old Property,2,709.68,1.0,1.0,Furnished,North,4,30,0,0,1
Flat,3,1360.0,Himayat Nagar,Hyderabad,0.71,Resale,Old Property,3,1206.45,6.0,1.0,Unfurnished,East,55,51,0,0,0
Flat,3,1855.0,Kondapur,Hyderabad,2.52,New,New Property,3,1645.56,5.0,1.0,Unfurnished,East,68,0,0,0,0
Flat,2,1060.0,Miyapur,Hyderabad,0.5,New,New Property,2,940.32,4.0,2.0,Unfurnished,North,24,0,0,0,0
Flat,3,2420.0,Nanakramguda,Hyderabad,2.05,Resale,Moderately New Property,4,2146.77,11.0,1.0,Semi-Furnished,East,51,0,0,0,0
Flat,2,1520.0,Sanath Nagar,Hyderabad,0.91,New,New Property,2,1348.39,1.0,2.0,Unfurnished,East,49,0,0,0,0
Flat,3,1687.0,Tellapur,Hyderabad,1.24,New,New Property,3,1496.53,16.0,1.0,Unfurnished,East,74,0,0,0,0
Flat,3,1745.0,Aminpur,Hyderabad,1.25,New,New Property,3,1547.98,5.0,1.0,Unfurnished,East,0,0,0,0,0
House,4,2359.0,Mallapur,Hyderabad,1.65,New,New Property,4,2092.66,2.0,1.0,Semi-Furnished,West,0,0,0,0,0
House,2,1170.0,Kanchan Bagh,Hyderabad,0.49,Resale,Moderately New Property,2,1037.9,2.0,1.0,Unfurnished,West,23,6,1,0,0
House,3,3200.0,Dammaiguda,Hyderabad,2.6,Resale,Moderately New Property,4,2838.71,2.0,2.0,Unfurnished,North,0,0,0,0,0
Flat,2,1215.0,Narsingi,Hyderabad,0.8,New,New Property,2,1077.82,2.0,1.0,Unfurnished,West,0,0,0,0,0
Flat,3,1716.0,Narsingi,Hyderabad,2.2,New,New Property,3,1522.26,5.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1253.0,Kondapur,Hyderabad,1.19,New,New Property,2,1111.53,2.0,1.0,Unfurnished,East,46,0,0,0,0
Flat,3,2200.0,Kollur,Hyderabad,1.47,New,New Property,3,1951.61,6.0,2.0,Unfurnished,East,23,0,0,0,0
Flat,3,2120.0,Narsingi,Hyderabad,2.2,New,New Property,3,1880.65,5.0,1.0,Unfurnished,East,57,0,0,0,0
Flat,3,3220.0,Hitech City,Hyderabad,2.89,New,New Property,3,2856.45,2.0,1.0,Unfurnished,East,8,0,0,0,0
Flat,3,1775.0,Patancheru,Hyderabad,0.82,New,New Property,3,1574.6,4.0,1.0,Unfurnished,East,32,0,0,0,0
