property_type,bhk,area,locality,city,price_in_crore,new_resale,age_of_property,bathrooms,carpet_area,floor,balconies,furnishing_type,facing,amenities_score,furnishing_score,study_room,servant_room,pooja_room
Flat,2,1296.0,Kondapur,Hyderabad,0.84,New,New Property,2,1149.68,2.0,1.0,Unfurnished,East,33,0,0,0,0
Flat,3,2410.0,Kondapur,Hyderabad,2.53,New,New Property,3,2137.9,5.0,1.0,Unfurnished,East,47,0,0,0,0
Flat,2,1058.0,Narayanguda,Hyderabad,0.58,Resale,Moderately New Property,2,938.55,2.0,1.0,Semi-Furnished,North,0,0,0,0,0
House,6,4000.0,Malkajgiri,Hyderabad,2.67,Resale,Moderately New Property,6,3548.39,2.0,1.0,Semi-Furnished,NorthEast,0,0,0,0,0
Flat,3,1260.0,Pragathi Nagar Kukatpally,Hyderabad,0.74,New,New Property,3,1117.74,1.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,945.0,Chandanagar,Hyderabad,0.44,New,New Property,2,838.31,1.0,2.0,Semi-Furnished,NorthEast,9,0,0,0,0
Flat,3,1605.0,Pragathi Nagar Kukatpally,Hyderabad,1.03,New,New Property,2,1423.79,1.0,1.0,Semi-Furnished,East,38,0,0,0,0
Flat,2,1100.0,Nizampet,Hyderabad,0.55,New,New Property,2,975.81,2.0,1.0,Unfurnished,East,5,0,0,0,0
Flat,3,2600.0,Kondapur,Hyderabad,1.22,New,New Property,3,2306.45,5.0,1.0,Unfurnished,West,32,0,0,0,0
Flat,3,1966.0,Appa Junction Peerancheru,Hyderabad,1.08,New,Moderately New Property,3,1744.03,10.0,1.0,Unfurnished,West,65,0,0,0,0
Flat,2,1020.0,Miyapur Bachupally Road,Hyderabad,0.49,New,New Property,2,904.84,3.0,2.0,Unfurnished,East,24,0,0,0,0
Flat,3,2075.0,Narsingi,Hyderabad,3.0,Resale,New Property,3,1840.73,17.0,1.0,Semi-Furnished,West,63,7,0,0,0
Flat,3,1470.0,Narsingi,Hyderabad,0.98,New,New Property,3,1304.03,5.0,1.0,Unfurnished,NorthEast,9,0,0,0,0
Flat,2,1210.0,Bachupally,Hyderabad,0.68,New,New Property,2,1073.39,2.0,1.0,Unfurnished,East,15,0,0,0,0
Flat,2,1366.0,Chandanagar,Hyderabad,0.94,New,New Property,2,1211.77,1.0,1.0,Unfurnished,East,28,0,0,0,0
Flat,2,1020.0,Kachiguda,Hyderabad,0.7,Resale,Moderately New Property,2,904.84,1.0,2.0,Semi-Furnished,West,0,0,0,0,0
Flat,3,1900.0,Erragadda,Hyderabad,1.3,New,New Property,3,1685.48,5.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1600.0,Gajularamaram,Hyderabad,0.51,New,New Property,3,1419.35,4.0,2.0,Semi-Furnished,East,69,0,1,0,1
Flat,3,1890.0,Manikonda,Hyderabad,1.23,New,New Property,3,1676.61,5.0,2.0,Unfurnished,East,9,0,0,0,0
Flat,3,1475.0,Aminpur,Hyderabad,0.81,New,New Property,3,1308.47,5.0,1.0,Unfurnished,West,0,0,0,0,0
Flat,2,1000.0,Auto Nagar,Hyderabad,0.68,Resale,Moderately New Property,2,887.1,1.0,1.0,Unfurnished,West,22,6,0,0,1
Flat,2,1000.0,Gattapally,Hyderabad,0.35,New,New Property,2,887.1,1.0,1.0,Furnished,East,0,0,0,0,0
Flat,2,1200.0,Kokapet,Hyderabad,0.59,Resale,New Property,2,1064.52,2.0,1.0,Unfurnished,North,27,6,0,0,1
House,2,1250.0,Indresham,Hyderabad,0.85,New,New Property,3,1108.87,2.0,1.0,Unfurnished,East,0,0,0,0,1
Flat,5,6760.0,Jubilee Hills,Hyderabad,2.38,New,New Property,5,5996.77,8.0,1.0,Unfurnished,East,23,27,0,0,0
House,4,4200.0,Tellapur,Hyderabad,2.94,New,New Property,4,3725.81,2.0,1.0,Unfurnished,West,32,0,0,0,0
House,4,1350.0,Bandlaguda Jagir,Hyderabad,1.65,New,New Property,3,1197.58,2.0,1.0,Unfurnished,East,0,0,0,0,0
House,3,4300.0,Trimalgherry,Hyderabad,2.3,New,Moderately New Property,3,3814.52,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1885.0,Narsingi,Hyderabad,1.95,Resale,Moderately New Property,3,1672.18,7.0,2.0,Unfurnished,West,39,0,0,0,0
Flat,2,918.0,Miyapur,Hyderabad,0.92,New,New Property,2,814.35,5.0,1.0,Unfurnished,East,58,0,0,0,0
House,4,3069.0,Patancheru,Hyderabad,2.76,New,New Property,4,2722.5,2.0,1.0,Unfurnished,East,37,0,0,0,0
Flat,4,2049.0,Kokapet,Hyderabad,2.2,Resale,Moderately New Property,1,1817.66,4.0,1.0,Unfurnished,East,45,11,0,0,0
Flat,2,1000.0,Mettuguda,Hyderabad,0.69,Resale,Old Property,2,887.1,1.0,1.0,Unfurnished,West,18,8,0,0,1
Flat,3,1250.0,Attapur,Hyderabad,0.71,Resale,Old Property,2,1108.87,4.0,2.0,Semi-Furnished,North,0,25,0,0,0
House,4,3940.0,Krishna Reddy Pet,Hyderabad,2.7,New,New Property,3,3495.16,2.0,1.0,Semi-Furnished,East,32,6,0,0,0
Flat,3,1979.0,Appa Junction Peerancheru,Hyderabad,1.34,New,Moderately New Property,3,1755.56,10.0,1.0,Unfurnished,West,65,0,0,0,0
Flat,3,1945.0,Kompally,Hyderabad,0.78,New,New Property,3,1725.4,5.0,3.0,Unfurnished,West,23,0,1,1,1
House,2,1225.0,Telephone Colony,Hyderabad,0.92,Resale,Moderately New Property,2,1086.69,2.0,1.0,Semi-Furnished,SouthWest,0,0,0,0,0
Flat,2,895.0,Isnapur,Hyderabad,0.38,New,New Property,2,793.95,1.0,1.0,Unfurnished,East,17,0,0,0,0
Flat,2,1136.0,Chandanagar,Hyderabad,0.57,New,New Property,2,1007.74,1.0,1.0,Unfurnished,East,5,0,0,0,0
House,4,2900.0,Kapra,Hyderabad,1.65,New,New Property,2,2572.58,2.0,1.0,Unfurnished,West,4,0,0,0,0
Flat,4,3265.0,Nanakramguda,Hyderabad,4.0,Resale,New Property,4,2896.37,8.0,2.0,Furnished,West,76,0,0,0,0
Flat,3,1590.0,Kavuri Hills,Hyderabad,0.86,New,New Property,2,1410.48,5.0,1.0,Unfurnished,North,0,0,0,0,0
Flat,3,1540.0,Narsingi,Hyderabad,1.06,New,New Property,3,1366.13,5.0,1.0,Unfurnished,East,57,0,0,0,0
Flat,2,1450.0,Bandlaguda Jagir,Hyderabad,0.77,New,Moderately New Property,2,1286.29,11.0,2.0,Unfurnished,East,74,0,1,0,0
Flat,3,1500.0,Panchavati Colony,Hyderabad,0.44,New,New Property,2,1330.65,5.0,2.0,Semi-Furnished,NorthEast,0,0,0,0,0
Flat,2,1200.0,Chandanagar,Hyderabad,0.68,Resale,Moderately New Property,2,1064.52,2.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,3,1650.0,Jeedimetla,Hyderabad,1.0,New,New Property,2,1463.71,5.0,2.0,Unfurnished,West,48,0,0,0,0
Flat,3,1610.0,Balanagar,Hyderabad,0.81,New,Moderately New Property,3,1428.23,8.0,1.0,Unfurnished,East,59,0,0,0,1
Flat,3,2150.0,Hitech City,Hyderabad,1.5,New,New Property,3,1907.26,2.0,3.0,Unfurnished,East,32,6,0,0,0
Flat,2,1100.0,Jawahar Nagar,Hyderabad,0.75,New,New Property,2,975.81,2.0,2.0,Semi-Furnished,North,23,13,0,0,1
Flat,2,1224.0,Boduppal,Hyderabad,0.62,New,New Property,2,1085.81,1.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,2,1335.0,Hafeezpet,Hyderabad,0.87,New,New Property,2,1184.27,8.0,1.0,Semi-Furnished,East,58,0,0,0,0
Flat,3,1940.0,Miyapur,Hyderabad,1.47,New,New Property,3,1720.97,7.0,2.0,Unfurnished,East,34,0,0,0,0
Flat,3,1690.0,Bandlaguda Jagir,Hyderabad,0.81,Resale,Old Property,3,1499.19,1.0,3.0,Unfurnished,West,34,0,0,0,0
Flat,2,1000.0,Habsiguda,Hyderabad,0.4,New,New Property,2,887.1,2.0,1.0,Semi-Furnished,NorthEast,9,6,0,0,0
Flat,2,1350.0,Kukatpally,Hyderabad,0.51,New,New Property,2,1197.58,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1655.0,Moosapet,Hyderabad,1.24,New,New Property,3,1468.15,4.0,1.0,Unfurnished,East,49,0,0,0,0
Flat,3,1150.0,Bandlaguda Jagir,Hyderabad,0.95,New,New Property,2,1020.16,7.0,1.0,Furnished,North,15,0,0,0,0
House,2,1250.0,Muthangi,Hyderabad,0.82,New,New Property,3,1108.87,2.0,1.0,Unfurnished,East,0,0,0,0,1
Flat,2,1150.0,Kompally,Hyderabad,0.62,New,New Property,2,1020.16,2.0,2.0,Semi-Furnished,East,54,0,0,0,0
Flat,3,1580.0,Tellapur,Hyderabad,0.72,Resale,Old Property,3,1401.61,5.0,2.0,Furnished,West,27,38,0,0,1
Flat,2,1000.0,Pashamailaram,Hyderabad,0.33,New,New Property,2,887.1,6.0,1.0,Furnished,East,0,0,0,0,0
Flat,3,1415.0,Nizampet,Hyderabad,0.87,New,New Property,3,1255.24,0.0,2.0,Unfurnished,East,32,6,0,0,0
House,4,3698.0,Kondapur,Hyderabad,5.91,New,New Property,4,3280.48,2.0,1.0,Unfurnished,East,47,0,0,0,0
House,4,6000.0,Golconda Fort,Hyderabad,12.0,New,New Property,5,5322.58,2.0,2.0,Unfurnished,East,25,0,0,0,0
Flat,2,1255.0,Bandlaguda Jagir,Hyderabad,0.69,New,New Property,2,1113.31,1.0,1.0,Unfurnished,East,4,0,0,0,0
House,2,1200.0,Mansanpally,Hyderabad,0.85,New,New Property,1,1064.52,2.0,1.0,Unfurnished,West,5,0,0,0,0
Flat,3,1500.0,Nizampet,Hyderabad,1.2,New,New Property,3,1330.65,0.0,2.0,Unfurnished,East,32,0,0,0,0
Flat,3,1900.0,Suchitra,Hyderabad,1.0,New,New Property,3,1685.48,1.0,1.0,Unfurnished,NorthEast,32,65,0,0,0
Flat,3,1620.0,Kondapur,Hyderabad,0.97,New,New Property,3,1437.1,5.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,3,1168.0,Kapra,Hyderabad,0.56,New,New Property,3,1036.13,1.0,1.0,Unfurnished,East,39,51,0,0,0
Flat,3,1665.0,Nallagandla Gachibowli,Hyderabad,1.07,New,New Property,3,1477.02,2.0,2.0,Unfurnished,East,46,0,0,0,0
Flat,3,1386.0,Mallapur,Hyderabad,0.78,New,Moderately New Property,3,1229.52,5.0,1.0,Unfurnished,East,53,0,0,0,0
Flat,3,1850.0,Kollur,Hyderabad,0.65,New,New Property,3,1641.13,6.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1580.0,Hitech City,Hyderabad,1.6,Resale,Moderately New Property,3,1401.61,13.0,2.0,Furnished,East,67,38,0,0,0
Flat,2,1000.0,Bn Reddy Road,Hyderabad,0.57,Resale,Moderately New Property,2,887.1,2.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,2,1113.0,Patancheru,Hyderabad,0.67,New,New Property,2,987.34,3.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,2,1000.0,Boduppal,Hyderabad,0.38,Resale,Moderately New Property,2,887.1,1.0,1.0,Semi-Furnished,North,4,0,0,0,0
House,3,2440.0,Ghatkesar,Hyderabad,2.15,New,New Property,3,2164.52,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,4,2450.0,Kukatpally,Hyderabad,1.15,New,New Property,4,2173.39,6.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,800.0,Diamond Point Road,Hyderabad,0.56,Resale,Old Property,2,709.68,1.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,4,4070.0,Madhapur,Hyderabad,8.7,Resale,New Property,4,3610.48,3.0,1.0,Semi-Furnished,East,54,5,0,0,0
Flat,1,500.0,Kukatpally,Hyderabad,0.55,Resale,Moderately New Property,1,443.55,3.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1140.0,Pragathi Nagar Kukatpally,Hyderabad,0.48,New,New Property,2,1011.29,1.0,1.0,Unfurnished,East,16,0,0,0,0
Flat,2,1300.0,Tellapur,Hyderabad,0.77,New,New Property,2,1153.23,2.0,1.0,Unfurnished,West,30,0,0,0,0
House,4,4461.0,Gachibowli,Hyderabad,3.03,New,New Property,4,3957.34,2.0,1.0,Unfurnished,East,35,0,0,0,0
Flat,3,1365.0,Bachupally,Hyderabad,0.93,New,New Property,3,1210.89,2.0,1.0,Unfurnished,East,61,6,0,0,0
Flat,3,1585.0,Moosapet,Hyderabad,0.66,New,New Property,2,1406.05,4.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,2,1250.0,Pocharam,Hyderabad,0.56,New,New Property,2,1108.87,7.0,1.0,Unfurnished,North,0,0,0,0,0
Flat,3,1700.0,Velimela,Hyderabad,1.17,New,New Property,3,1508.06,1.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1070.0,Miyapur Hmt Swarnapuri Colony,Hyderabad,0.51,New,New Property,2,949.19,3.0,2.0,Unfurnished,North,31,0,0,0,0
Flat,3,2315.0,Pocharam,Hyderabad,1.17,New,New Property,2,2053.63,1.0,1.0,Unfurnished,East,26,0,0,0,0
Flat,2,1264.0,Kollur,Hyderabad,0.53,New,New Property,2,1121.29,2.0,1.0,Unfurnished,East,60,0,0,0,0
Flat,2,1363.0,Chandanagar,Hyderabad,0.95,New,New Property,2,1209.11,1.0,1.0,Unfurnished,East,28,0,0,0,0
House,4,4200.0,Attapur,Hyderabad,4.73,Resale,New Property,4,3725.81,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,2,900.0,Srinagar Colony Road,Hyderabad,0.78,Resale,Old Property,2,798.39,2.0,1.0,Unfurnished,NorthEast,31,6,1,0,0
Flat,2,1050.0,Nandigama,Hyderabad,0.48,New,New Property,2,931.45,5.0,1.0,Unfurnished,East,32,6,0,0,0
Flat,3,1543.0,Chandanagar,Hyderabad,0.77,New,New Property,3,1368.79,1.0,1.0,Unfurnished,East,5,0,0,0,0
Flat,3,1459.0,Narsingi,Hyderabad,0.83,New,New Property,2,1294.27,5.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,3,2220.0,Narsingi,Hyderabad,1.66,New,New Property,3,1969.35,5.0,1.0,Unfurnished,East,57,0,0,0,0
Flat,3,1700.0,Bowrampet,Hyderabad,0.7,New,New Property,3,1508.06,2.0,1.0,Semi-Furnished,East,47,0,0,0,0
Flat,3,1632.0,Kollur,Hyderabad,0.69,New,New Property,3,1447.74,6.0,1.0,Unfurnished,East,60,0,0,0,0
Flat,2,1200.0,Nallakunta,Hyderabad,0.6,New,New Property,2,1064.52,1.0,1.0,Unfurnished,North,22,6,0,0,1
Flat,3,2200.0,Moosarambagh Road,Hyderabad,0.99,Resale,Moderately New Property,3,1951.61,5.0,2.0,Semi-Furnished,North,4,0,0,0,0
Flat,3,1793.0,Moti Nagar,Hyderabad,1.75,New,New Property,1,1590.56,4.0,1.0,Unfurnished,West,60,0,0,0,0
Flat,2,1070.0,Moula Ali,Hyderabad,0.63,New,New Property,2,949.19,5.0,1.0,Unfurnished,NorthEast,21,0,0,0,0
Flat,2,1000.0,Mallampet,Hyderabad,0.56,New,New Property,2,887.1,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,3,1565.0,Nallagandla Gachibowli,Hyderabad,0.82,New,New Property,3,1388.31,2.0,1.0,Unfurnished,East,32,6,0,0,0
Flat,2,1155.0,Bachupally,Hyderabad,0.69,Resale,New Property,2,1024.6,2.0,1.0,Semi-Furnished,East,33,0,0,0,0
House,3,2500.0,Dammaiguda,Hyderabad,1.4,New,New Property,3,2217.74,2.0,1.0,Unfurnished,East,31,6,0,0,1
House,3,3900.0,Velimela,Hyderabad,2.92,New,New Property,3,3459.68,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1600.0,Appa Junction Peerancheru,Hyderabad,1.08,New,Moderately New Property,3,1419.35,10.0,2.0,Unfurnished,West,65,0,0,0,0
Flat,2,945.0,Bachupally,Hyderabad,0.44,New,New Property,2,838.31,2.0,2.0,Semi-Furnished,NorthEast,9,0,0,0,0
Flat,3,1400.0,Toli Chowki,Hyderabad,0.75,New,New Property,3,1241.94,1.0,2.0,Semi-Furnished,West,19,0,0,0,0
Flat,2,1375.0,Puppalaguda,Hyderabad,0.85,New,New Property,2,1219.76,2.0,2.0,Unfurnished,East,0,0,0,0,0
Flat,3,1715.0,Tellapur,Hyderabad,1.18,New,New Property,3,1521.37,16.0,3.0,Unfurnished,North,32,6,0,0,0
Flat,3,1400.0,Kokapet,Hyderabad,0.89,New,Moderately New Property,3,1241.94,0.0,2.0,Semi-Furnished,NorthEast,32,0,0,0,0
Flat,3,1775.0,Manikonda,Hyderabad,1.15,New,New Property,3,1574.6,5.0,1.0,Unfurnished,East,9,0,0,0,0
Flat,2,1268.0,Kukatpally,Hyderabad,0.9,New,New Property,2,1124.84,2.0,1.0,Unfurnished,North,70,0,0,0,0
Flat,3,2000.0,Himayat Nagar,Hyderabad,2.5,Resale,Moderately New Property,3,1774.19,4.0,1.0,Furnished,East,23,51,0,0,0
House,4,3876.0,Kukatpally,Hyderabad,1.67,Resale,Moderately New Property,5,3438.39,2.0,1.0,Unfurnished,West,66,51,0,1,1
Flat,3,1791.0,Saroor Nagar,Hyderabad,0.87,Resale,Moderately New Property,3,1588.79,7.0,1.0,Unfurnished,NorthEast,47,51,0,0,1
Flat,3,1500.0,Ameenpur,Hyderabad,0.87,New,New Property,3,1330.65,2.0,2.0,Unfurnished,East,24,0,0,0,0
House,4,4100.0,Mahendra Hills,Hyderabad,3.77,Resale,Moderately New Property,1,3637.1,2.0,1.0,Semi-Furnished,North,0,0,0,0,0
House,3,2400.0,Ghatkesar,Hyderabad,1.08,New,New Property,3,2129.03,2.0,2.0,Unfurnished,East,23,6,0,0,0
Flat,2,1307.0,Kokapet,Hyderabad,0.65,New,New Property,2,1159.44,0.0,1.0,Unfurnished,East,40,0,0,0,0
House,3,3940.0,Kollur,Hyderabad,3.1,New,New Property,3,3495.16,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,895.0,Muthangi,Hyderabad,0.38,New,New Property,2,793.95,2.0,1.0,Unfurnished,East,13,0,0,0,0
House,3,2400.0,Patancheru,Hyderabad,1.5,New,New Property,3,2129.03,2.0,2.0,Unfurnished,East,32,0,0,0,0
House,3,2000.0,Adibatla,Hyderabad,1.5,New,New Property,3,1774.19,2.0,1.0,Semi-Furnished,East,41,0,0,0,0
House,3,1900.0,Nandigama,Hyderabad,1.0,New,New Property,3,1685.48,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1500.0,Aminpur,Hyderabad,0.87,New,New Property,3,1330.65,3.0,2.0,Unfurnished,East,0,0,0,0,0
Flat,2,1000.0,Muthangi,Hyderabad,0.33,New,New Property,2,887.1,5.0,1.0,Furnished,East,0,0,0,0,0
Flat,3,1700.0,Bachupally,Hyderabad,1.01,New,New Property,2,1508.06,2.0,1.0,Unfurnished,East,50,0,0,0,0
Flat,3,1651.0,Bachupally,Hyderabad,1.12,New,New Property,3,1464.6,2.0,1.0,Unfurnished,West,30,0,0,0,0
House,4,3600.0,Mokila,Hyderabad,4.2,Resale,New Property,4,3193.55,2.0,1.0,Unfurnished,East,31,6,0,0,1
House,4,3936.0,Shamshabad,Hyderabad,3.54,New,New Property,2,3491.61,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,2,1160.0,Kompally,Hyderabad,0.55,New,New Property,2,1029.03,2.0,1.0,Unfurnished,East,39,0,0,0,0
Flat,3,1840.0,Tellapur,Hyderabad,1.85,New,New Property,3,1632.26,16.0,2.0,Unfurnished,East,21,0,0,0,0
Flat,3,2025.0,Miyapur,Hyderabad,1.01,New,New Property,3,1796.37,7.0,2.0,Unfurnished,East,0,0,0,0,0
Flat,3,1450.0,Ameenpur,Hyderabad,0.9,New,New Property,2,1286.29,2.0,1.0,Unfurnished,West,54,0,0,0,0
Flat,3,2300.0,Jubilee Hills,Hyderabad,2.6,New,New Property,3,2040.32,2.0,1.0,Unfurnished,East,0,0,0,0,0
House,6,2430.0,Vijaya Nagar Colony,Hyderabad,5.0,Resale,Very Old Property,6,2155.65,2.0,3.0,Semi-Furnished,NorthEast,4,7,0,0,0
Flat,3,2110.0,Moosapet,Hyderabad,1.18,New,New Property,3,1871.77,4.0,2.0,Unfurnished,East,0,0,0,0,0
Flat,2,1705.0,Ameenpur,Hyderabad,1.15,New,New Property,2,1512.5,2.0,1.0,Unfurnished,West,9,0,0,0,0
Flat,2,1265.0,Bachupally,Hyderabad,0.73,New,New Property,2,1122.18,2.0,1.0,Unfurnished,East,39,0,0,0,0
Flat,3,2210.0,Nanakramguda,Hyderabad,2.16,New,New Property,3,1960.48,11.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1240.0,Pocharam,Hyderabad,0.68,New,New Property,2,1100.0,2.0,1.0,Unfurnished,West,0,0,0,0,0
Flat,2,1426.0,Kukatpally,Hyderabad,0.94,New,New Property,2,1265.0,2.0,1.0,Unfurnished,West,21,0,0,0,0
House,4,7500.0,Gandipet,Hyderabad,22.0,New,Moderately New Property,5,6653.23,2.0,1.0,Semi-Furnished,East,62,8,0,0,0
Flat,2,1260.0,Ameenpur,Hyderabad,0.57,New,New Property,2,1117.74,2.0,1.0,Unfurnished,West,26,0,0,0,0
House,5,6599.0,Shamshabad,Hyderabad,7.91,New,New Property,5,5853.95,2.0,1.0,Unfurnished,East,38,0,0,0,0
House,4,2400.0,Adikmet,Hyderabad,1.0,Resale,Moderately New Property,4,2129.03,2.0,1.0,Semi-Furnished,East,0,18,0,0,0
Flat,3,2715.0,Nanakramguda,Hyderabad,2.57,New,New Property,3,2408.47,11.0,1.0,Unfurnished,East,20,0,0,0,0
Flat,2,869.0,Murad Nagar,Hyderabad,0.36,Resale,Old Property,2,770.89,3.0,2.0,Semi-Furnished,South,0,0,0,0,0
Flat,2,1000.0,Falaknuma,Hyderabad,0.49,Resale,Old Property,2,887.1,1.0,1.0,Unfurnished,North,27,13,0,0,1
House,2,1350.0,Sanga Reddy,Hyderabad,0.56,Resale,New Property,2,1197.58,2.0,2.0,Unfurnished,West,0,0,0,0,0
Flat,3,1955.0,Kondapur,Hyderabad,1.19,New,New Property,3,1734.27,6.0,1.0,Unfurnished,East,41,0,0,0,0
Flat,2,1295.0,Kollur,Hyderabad,0.78,New,New Property,2,1148.79,2.0,1.0,Unfurnished,East,51,0,0,0,0
Flat,3,1756.0,Bachupally,Hyderabad,1.1,New,New Property,4,1557.74,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1100.0,Alkapoor,Hyderabad,0.61,Resale,Old Property,2,975.81,3.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,2,1105.0,Miyapur,Hyderabad,0.64,New,New Property,2,980.24,3.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1665.0,Bandlaguda Jagir,Hyderabad,0.89,New,New Property,3,1477.02,7.0,2.0,Unfurnished,West,17,0,0,0,0
House,2,1150.0,Bhel,Hyderabad,0.67,Resale,New Property,2,1020.16,2.0,2.0,Semi-Furnished,East,0,39,0,0,0
Flat,3,2990.0,Kompally,Hyderabad,0.96,New,New Property,3,2652.42,1.0,1.0,Unfurnished,East,15,0,0,0,0
House,4,3040.0,Pati,Hyderabad,1.68,New,New Property,4,2696.77,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,4,2000.0,Kondapur,Hyderabad,1.36,New,New Property,4,1774.19,2.0,1.0,Unfurnished,East,0,0,0,0,0
House,3,1868.0,Kollur,Hyderabad,1.36,New,New Property,3,1657.1,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,4,3888.0,Kokapet,Hyderabad,4.1,New,New Property,4,3449.03,4.0,1.0,Unfurnished,East,42,0,0,0,0
Flat,3,1816.0,Kokapet,Hyderabad,1.43,New,New Property,3,1610.97,0.0,1.0,Unfurnished,East,58,0,0,0,0
Flat,2,1030.0,Manikonda,Hyderabad,0.77,New,New Property,2,913.71,13.0,2.0,Unfurnished,East,58,0,0,0,0
House,4,6150.0,Nanakramguda,Hyderabad,8.92,New,New Property,4,5455.65,2.0,1.0,Unfurnished,West,48,9,0,1,1
Flat,3,1462.0,Attapur,Hyderabad,0.96,New,New Property,3,1296.94,1.0,1.0,Unfurnished,East,23,0,0,0,0
Flat,3,1611.0,Kondapur,Hyderabad,1.21,New,New Property,3,1429.11,15.0,1.0,Unfurnished,North,61,9,0,0,0
Flat,3,1745.0,Kompally,Hyderabad,1.04,New,New Property,3,1547.98,1.0,1.0,Unfurnished,East,26,0,0,0,0
Flat,2,1090.0,Kompally,Hyderabad,0.74,New,New Property,2,966.94,2.0,1.0,Unfurnished,East,16,0,0,0,0
Flat,3,1440.0,Boduppal,Hyderabad,0.79,New,New Property,3,1277.42,5.0,1.0,Unfurnished,East,17,0,0,0,0
Flat,2,1300.0,Ramachandra Puram,Hyderabad,0.49,Resale,Moderately New Property,2,1153.23,2.0,1.0,Unfurnished,West,31,6,0,0,1
House,4,2295.0,Bowrampet,Hyderabad,1.65,New,New Property,4,2035.89,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,2,1210.0,Isnapur,Hyderabad,0.54,New,New Property,2,1073.39,1.0,1.0,Unfurnished,East,57,6,0,0,0
Flat,3,1920.0,Gachibowli,Hyderabad,0.92,New,New Property,3,1703.23,5.0,2.0,Semi-Furnished,East,32,6,0,0,0
Flat,3,1327.0,Rajendra Nagar,Hyderabad,0.86,New,New Property,3,1177.18,9.0,1.0,Unfurnished,East,78,0,0,0,0
House,4,2248.0,Gagillapur,Hyderabad,1.93,New,New Property,4,1994.19,2.0,1.0,Unfurnished,East,13,0,0,0,0
Flat,3,1685.0,Kukatpally,Hyderabad,0.76,New,New Property,3,1494.76,4.0,2.0,Unfurnished,West,0,0,0,0,0
House,5,4000.0,Yapral,Hyderabad,2.1,New,New Property,5,3548.39,2.0,2.0,Unfurnished,NorthEast,0,0,0,0,0
Flat,2,1000.0,As Rao Nagar,Hyderabad,0.69,Resale,Old Property,2,887.1,2.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,2,960.0,Nacharam,Hyderabad,0.72,New,New Property,2,851.61,1.0,3.0,Semi-Furnished,East,0,0,0,0,0
House,2,1100.0,Sangareddy,Hyderabad,0.55,New,New Property,2,975.81,2.0,1.0,Unfurnished,East,13,0,0,0,0
Flat,3,1425.0,Kukatpally,Hyderabad,1.4,Resale,Moderately New Property,3,1264.11,4.0,2.0,Furnished,East,0,0,0,0,0
House,2,1100.0,Appa Junction,Hyderabad,0.8,New,New Property,2,975.81,2.0,1.0,Semi-Furnished,East,28,0,0,0,0
House,3,2997.0,Tarnaka,Hyderabad,4.16,Resale,Moderately New Property,3,2658.63,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1500.0,Habsiguda,Hyderabad,0.5,New,New Property,2,1330.65,2.0,1.0,Semi-Furnished,NorthEast,9,0,0,0,0
House,5,3653.0,Bhanur,Hyderabad,2.73,New,New Property,5,3240.56,2.0,1.0,Unfurnished,West,32,0,0,0,0
Flat,2,1179.0,Mallapur,Hyderabad,0.66,New,Moderately New Property,2,1045.89,1.0,1.0,Unfurnished,North,53,0,0,0,0
Flat,3,1423.0,Tellapur,Hyderabad,0.85,New,New Property,2,1262.34,16.0,1.0,Unfurnished,East,54,8,0,0,0
Flat,3,2045.0,Puppalaguda,Hyderabad,2.02,New,New Property,3,1814.11,4.0,1.0,Unfurnished,East,27,0,0,0,0
